Date,FR10_TP_acc,FRB0_TP_acc,FRC1_TP_acc,FRC2_TP_acc,FRF2_TP_acc,FRF3_TP_acc,FRG0_TP_acc,FRH0_TP_acc,FRI1_TP_acc,FRI2_TP_acc,FRI3_TP_acc,FRJ2_TP_acc,FRK1_TP_acc,FRK2_TP_acc
2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005999550228261983,0.0
2015-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006378415261266083,0.0
2015-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006335400136252459,0.0
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006544597467044125,0.0
2015-03-02,0.0,0.0054714128020886665,0.0,0.010943075545641279,0.0,0.0,0.0,0.0,0.008772784854939137,0.008682018701033993,0.0,0.009131972055372646,0.006689234795227391,0.0100884594623181
2015-03-03,0.0,0.005567521802357167,0.0,0.010976593329851653,0.0,0.0,0.0,0.0,0.008970522737472116,0.008812518273783992,0.0,0.009257967618872646,0.0065576794201903914,0.01010604553299085
2015-03-04,0.0,0.005571520646466583,0.0,0.011088420045011255,0.0,0.0,0.0,0.0,0.009157699768328137,0.008996191198426491,0.0,0.00963841516649707,0.006817508038523691,0.01033926558163798
2015-03-05,0.0,0.005466985240724375,0.0,0.01055969704745653,0.0,0.0,0.0,0.0,0.009131735686183555,0.0088039528820217,0.0,0.009619952682763716,0.00680909091484415,0.010193181349149521
2015-03-06,0.0,0.005412566697953542,0.0,0.01030090851695613,0.0,0.0,0.0,0.0,0.009081604385358554,0.008679284972877802,0.0,0.009521671136163716,0.006726905003990025,0.009994052046452437
2015-03-07,0.0,0.005411963481682625,0.0,0.01030090851695613,0.0,0.0,0.0,0.0,0.009079630859328908,0.008679080358707802,0.0,0.009520066561714134,0.006712658395832525,0.009993643815016925
2015-03-08,0.0,0.00540540578206975,0.0,0.010299839666449399,0.0,0.0,0.0,0.0,0.009069084156585928,0.008665625275316759,0.0,0.009505096451685383,0.006280125356031725,0.009992488611230995
2015-03-09,0.0,0.005368806537700417,0.0,0.010266035919747318,0.0,0.0,0.0,0.0,0.009068290333196845,0.008651005781136466,0.0,0.009501674065971579,0.0062139091545588086,0.009989729550465579
2015-03-10,0.0,0.005312526204278292,0.0,0.01012272271303485,0.0,0.0,0.0,0.0,0.009053272555406324,0.0085975319255263,0.0,0.00949111289000637,0.0062247269368819755,0.009961874910323704
2015-03-11,0.0,0.0052454134242105824,0.0,0.009892036246029851,0.0,0.0,0.0,0.0,0.009043977719778296,0.0084393682023555,0.0,0.00945531147854333,0.0061578413954113086,0.009894329372634101
2015-03-12,0.0,0.005131235682877283,0.0,0.00959236761769655,0.0,0.0,0.0,0.0,0.009008186973832296,0.008276024623450359,0.0,0.009422366392824705,0.006114024564719516,0.009849452933252246
2015-03-13,0.0,0.005101589736715383,0.0,0.00903585761624655,0.0,0.0,0.0,0.0,0.009011990385719296,0.008160251903484957,0.0,0.009442165608223503,0.006145079704802817,0.009589539569975745
2015-03-14,0.0,0.005128771024436466,0.0,0.009038257685540426,0.0,0.0,0.0,0.0,0.009156293976635897,0.008303078450814124,0.0,0.009615465830181804,0.006246650884094417,0.009781712806576788
2015-03-15,0.0,0.004991651596966117,0.0,0.008981295534510674,0.0,0.0,0.0,0.0,0.00914007455442152,0.008179139812002308,0.0,0.009876096721721446,0.006294982949894417,0.009840873129689287
2015-03-16,0.0,0.004928598805833575,0.0,0.0085265938318153,0.0,0.0,0.0,0.0,0.009135954699573814,0.008103536057437067,0.0,0.009985751193269837,0.00623830126271235,0.009697256916778888
2015-03-17,0.0,0.004660145363039783,0.0,0.008516630503760966,0.0,0.0,0.0,0.0,0.008958708997560811,0.007957897384492534,0.0,0.009982480243292121,0.006231751936924934,0.00969319049471693
2015-03-18,0.0,0.004399897035225532,0.0,0.007384689788792467,0.0,0.0,0.0,0.0,0.00863301780967442,0.007593313464675867,0.0,0.009550378145649104,0.0059775570024833,0.008586366195300888
2015-03-19,0.0,0.004405313265697408,0.0,0.007172057648562874,0.0,0.0,0.0,0.0,0.008602217918336116,0.007581413445442283,0.0,0.009486221333401436,0.005905647085266967,0.008260693534555087
2015-03-20,0.0,0.004505442609328637,0.0,0.007173626683791834,0.0,0.0,0.0,0.0,0.0087063044370713,0.007802539421375025,0.0,0.00955987746726773,0.005956314032225267,0.008318214192402588
2015-03-21,0.0,0.004489653952586971,0.0,0.0069313859671194,0.0,0.0,0.0,0.0,0.008625090224446299,0.007855589058755792,0.0,0.00970225026372603,0.005242377410418667,0.008206734689290087
2015-03-22,0.0,0.0045213629160527746,0.0,0.006853303800165734,0.0,0.0,0.0,0.0,0.00875314225968585,0.007839021649693126,0.0,0.00994964134236308,0.0050640502701028165,0.008033366060446403
2015-03-23,0.0,0.004520728784881109,0.0,0.0068140308954924836,0.0,0.0,0.0,0.0,0.00883680966710255,0.007889936561331584,0.0,0.009956119906791414,0.004904181564727817,0.0077589586753049385
2015-03-24,0.0,0.004916060991060209,0.0,0.00685287028857165,0.0,0.0,0.0,0.0,0.009017708182310817,0.008237362918978983,0.0,0.010194280236953845,0.0050349029010778165,0.007804097577184071
2015-03-25,0.0,0.004980883808241791,0.0,0.007050919609679917,0.0,0.0,0.0,0.0,0.009081443419316649,0.008280663647140234,0.0,0.010285058374190095,0.005178050432631983,0.008195972113475704
2015-03-26,0.0,0.004990898508751271,0.0,0.006943501217925784,0.0,0.0,0.0,0.0,0.009097605902914982,0.008261596552058742,0.0,0.010230830214891136,0.005168683543604067,0.008140740057425705
2015-03-27,0.0,0.005007787019615937,0.0,0.0070207607286940504,0.0,0.0,0.0,0.0,0.009188446997325817,0.00832593822738041,0.0,0.010330467987976114,0.005163721564380901,0.008188042664200704
2015-03-28,0.0,0.004959587222024303,0.0,0.0067005839782330505,0.0,0.0,0.0,0.0,0.0092601640166859,0.008341975823513708,0.0,0.010458703374309446,0.005198267730439233,0.00803374808639737
2015-03-29,0.0,0.00521524524228677,0.0,0.00748432405764965,0.0,0.0,0.0,0.0,0.009252509348756734,0.008647024291305308,0.0,0.010418060155434512,0.005397540071210067,0.00838252918627237
2015-03-30,0.0,0.005242052518407571,0.0,0.00807171734257045,0.0,0.0,0.0,0.0,0.009254646801144234,0.008888643688180308,0.0,0.010558939746767812,0.0057164150011175755,0.009162486805538972
2015-03-31,0.0,0.004785819363384687,0.0,0.00759477387423715,0.0,0.0,0.0,0.0,0.008420036375144232,0.007925882580680308,0.0,0.009884475686101213,0.005799322544540301,0.008468936585788971
2015-04-01,0.0,0.004695673847987437,0.0,0.00729547713972875,0.0,0.0,0.0,0.0,0.007867614514044266,0.007681863103591559,0.0,0.009214231787617037,0.005840805732017967,0.00800984979401817
2015-04-02,0.0,0.00462966267412077,0.0,0.00764539457897875,0.0,0.0,0.0,0.0,0.007523062122935583,0.007528999952257042,0.0,0.008768142567529688,0.005901813096655301,0.007983414208493972
2015-04-03,0.0,0.00479086288800827,0.0,0.0073442859343650505,0.0,0.0,0.0,0.0,0.007376179525173566,0.007401367519515408,0.0,0.008506791384122055,0.005994127942452884,0.007705191388360671
2015-04-04,0.0,0.004832935082417854,0.0,0.00744142306942755,0.0,0.0,0.0,0.0,0.0073654148949235665,0.007511369758602333,0.0,0.008549824803830387,0.0062206966928648995,0.00802867644038567
2015-04-05,0.0,0.004814019032560062,0.0,0.007447484632276717,0.0,0.0,0.0,0.0,0.00712944567711405,0.0074895986366731665,0.0,0.008302762969674004,0.006138107485418234,0.008010617804561922
2015-04-06,0.0,0.0048034621718298955,0.0,0.007441972325820966,0.0,0.0,0.0,0.0,0.007104894309230924,0.007443049271539833,0.0,0.008242076600794462,0.005639796182084934,0.007926940017752295
2015-04-07,0.0,0.004790056092709063,0.0,0.007404359693983466,0.0,0.0,0.0,0.0,0.007088911678964258,0.007390800620652333,0.0,0.008174815517507454,0.005386231198543334,0.007838154319208337
2015-04-08,0.0,0.004781729648331479,0.0,0.00739880881437805,0.0,0.0,0.0,0.0,0.007071867086397591,0.0073699333715814995,0.0,0.008145175755759196,0.005382415445936625,0.007768084387125004
2015-04-09,0.0,0.004781604799226158,0.0,0.0073987527741805085,0.0,0.0,0.0,0.0,0.0070731342296637585,0.00736983241658175,0.0,0.008144594516928238,0.005356906026416584,0.0077647068595314206
2015-04-10,0.0,0.004812347234930324,0.0,0.007376292822243425,0.0,0.0,0.0,0.0,0.007113959310106509,0.007387985326386751,0.0,0.008147203039557778,0.005356583880662208,0.007766623946265129
2015-04-11,0.0,0.00486433222068485,0.0,0.00744457088326705,0.0,0.0,0.0,0.0,0.007138645450496884,0.0074101672278,0.0,0.008157917421680986,0.0054057588128759585,0.007791250191585984
2015-04-12,0.0,0.004863748805162,0.0,0.007444405971381633,0.0,0.0,0.0,0.0,0.007143417899350591,0.007408812584385751,0.0,0.008163841401824861,0.005366904013988042,0.007791603903635525
2015-04-13,0.0,0.004863689386923028,0.0,0.007444412302972633,0.0,0.0,0.0,0.0,0.007143385072289216,0.007408813622490625,0.0,0.008167328353196966,0.0049512750492944286,0.007791612720411817
2015-04-14,0.0,0.004862959459339592,0.0,0.007444412302972633,0.0,0.0,0.0,0.0,0.007121594343750883,0.0074011510765114585,0.0,0.008156433544205883,0.0049265223616125125,0.00779160399820965
2015-04-15,0.0,0.004716490670690091,0.0,0.007444192943494216,0.0,0.0,0.0,0.0,0.006978058609823083,0.007244478146694858,0.0,0.008060252340041834,0.004686657669654213,0.007756164858446234
2015-04-16,0.0,0.004330161698231408,0.0,0.007137381119456783,0.0,0.0,0.0,0.0,0.006583691423031383,0.0068158592583135585,0.0,0.007915397303556834,0.004675863074469213,0.0074706182032604
2015-04-17,0.0,0.004453172713418841,0.0,0.007463133857461884,0.0,0.0,0.0,0.0,0.006498866193128592,0.006874258488380158,0.0,0.007775167999756833,0.004931069004802512,0.0074337726682604
2015-04-18,0.0,0.004442029511229675,0.0,0.007502591097999716,0.0,0.0,0.0,0.0,0.0068012720114890915,0.00688336696936895,0.0,0.008013359299396141,0.0047256116000250125,0.007448594518168734
2015-04-19,0.0,0.004423060206028842,0.0,0.007539125377405675,0.0,0.0,0.0,0.0,0.007026413315180792,0.007081099300572284,0.0,0.008553013625771141,0.004654473871779713,0.007818407987854117
2015-04-20,0.0,0.00442584467422605,0.0,0.007539147653101883,0.0,0.0,0.0,0.0,0.007020238445313112,0.00710140536846095,0.0,0.008592359906357478,0.004677222669720421,0.007831619050263909
2015-04-21,0.0,0.00442473346449205,0.0,0.0075391455500428,0.0,0.0,0.0,0.0,0.0070202593231891534,0.007101404352558242,0.0,0.00859273897748737,0.004380951105345421,0.007831704626816033
2015-04-22,0.0,0.004054333504553949,0.0,0.007536029220939842,0.0,0.0,0.0,0.0,0.0067554081118167365,0.006813558616137408,0.0,0.008618981580440808,0.004167694120917821,0.007821673841705179
2015-04-23,0.0,0.00387125762507235,0.0,0.006870350981773242,0.0,0.0,0.0,0.0,0.006370103458778271,0.006464487104509492,0.0,0.008254126242410207,0.004143984384132821,0.00694304705862608
2015-04-24,0.0,0.0038789444561385996,0.0,0.006793076246932824,0.0,0.0,0.0,0.0,0.006354921466387921,0.006458785411461866,0.0,0.008195390577815626,0.0038866400288335625,0.006849307436356163
2015-04-25,0.0,0.0037674518150726,0.0,0.006581061326257425,0.0,0.0,0.0,0.0,0.00615882874982542,0.006327756382253567,0.0,0.008051309150982325,0.004315064388783104,0.006838642450666162
2015-04-26,0.0,0.004340247605409025,0.0,0.0066550885676824245,0.0,0.0,0.0,0.0,0.0064071805804545206,0.006922171486670266,0.0,0.008371607160961525,0.0049317403460194705,0.006870274302666163
2015-04-27,0.0,0.004449760057685725,0.0,0.0076436712007261,0.0,0.0,0.0,0.0,0.00631022680099622,0.0071660739665022665,0.0,0.008624565830128224,0.0055502726347277705,0.008176927218333178
2015-04-28,0.0,0.004172251776159279,0.0,0.007840636565957024,0.0,0.0,0.0,0.0,0.00580198219943372,0.00675752571341025,0.0,0.008054710313778258,0.005554528236492104,0.008356388818042014
2015-04-29,0.0,0.004136733918145946,0.0,0.007289006636329175,0.0,0.0,0.0,0.0,0.00569268301184222,0.006528373717106121,0.0,0.0077182281135398665,0.005552683789650687,0.007939590989192162
2015-04-30,0.0,0.004579462096743412,0.0,0.007584977005107542,0.0,0.0,0.0,0.0,0.005703026238233554,0.006766490722969771,0.0,0.0076605140038843245,0.00567657836978987,0.007989455632869912
2015-05-01,0.0,0.005351995585701713,0.0,0.009400803509553341,0.0,0.0,0.009537666712581917,0.0,0.005720952358691854,0.00731654802880307,0.010382146203696475,0.007453677311967625,0.006341386111573037,0.009177808948244912
2015-05-02,0.0,0.005699670167780812,0.0,0.009457945931053341,0.0,0.0,0.010103644769028537,0.0,0.005749173293191854,0.00732110216380727,0.010868161089196476,0.007336265177864325,0.0065263744230572625,0.008990067388443612
2015-05-03,0.0,0.005806645233748146,0.0,0.010259023061903183,0.0,0.0,0.01027658984513182,0.0,0.005693819686916853,0.00736461346909477,0.011090676942176475,0.007400783948793425,0.006483137645432262,0.009362202690432921
2015-05-04,0.0,0.005987329053993246,0.0,0.010325549955631183,0.0,0.0,0.010775042788410953,0.0,0.005558475355308554,0.00729990200919637,0.011329867659680042,0.007104470734980542,0.006559970682981462,0.00936084417585792
2015-05-05,0.0,0.006062855028247121,0.0,0.010468365751420908,0.0,0.0,0.010918200504415086,0.0,0.005583097172740637,0.007358434906426996,0.011326347739181633,0.007154747911504687,0.006507161958461879,0.00956508602510468
2015-05-06,0.0,0.0060924897062580785,0.0,0.010490726496846741,0.0,0.0,0.010960371261471086,0.0,0.005599254862461554,0.0073807328445936625,0.0113523197460103,0.007174749724574271,0.00647347886280088,0.009689839627885064
2015-05-07,0.0,0.006094196912290683,0.0,0.010490779353116868,0.0,0.0,0.010944169211096087,0.0,0.005609273806717,0.007382506832106579,0.011352830724900176,0.0071750844898638534,0.006464453832558378,0.009690559703777106
2015-05-08,0.0,0.006237693376553183,0.0,0.010561902639735617,0.0,0.0,0.011151855919321505,0.0,0.0057908262561657785,0.007724327289373179,0.011506130714020976,0.007386050985647154,0.006780233104562513,0.00986541559880252
2015-05-09,0.0,0.006245345171499975,0.0,0.0106134680369327,0.0,0.0,0.01098291308953568,0.0,0.005804532218548571,0.007749318414360554,0.011434863979328767,0.007396193164798279,0.006784124929583429,0.009893738711920437
2015-05-10,0.0,0.00617882813570435,0.0,0.010569501057964534,0.0,0.0,0.010949303766315437,0.0,0.005801827034568112,0.007730349802154054,0.011379091517555017,0.007395789166711196,0.006596929337250129,0.009885395669556105
2015-05-11,0.0,0.006160341290517517,0.0,0.010566646986257035,0.0,0.0,0.010883578707982103,0.0,0.005788204509665674,0.007702750965116554,0.01132297235163835,0.0073906847260088206,0.006367967394890129,0.009884159978515418
2015-05-12,0.0,0.00616050032234135,0.0,0.010571492724250784,0.0,0.0,0.010842999363382386,0.0,0.005787334247177304,0.007702655863228429,0.01117403612187602,0.0073894399173748205,0.006298794175669379,0.009883930887886645
2015-05-13,0.0,0.0060867654160845835,0.0,0.010789537368618285,0.0,0.0,0.010855684795270305,0.0,0.00565828604683232,0.007547073348710563,0.011174925009595726,0.007260723380666596,0.0062747638908376285,0.009902115530089396
2015-05-14,0.0,0.006213100396001217,0.0,0.01114675907984716,0.0,0.0,0.010740488622662005,0.0,0.005595349542908804,0.007481496603584729,0.011120293991173124,0.007152643892505796,0.005982476302634383,0.009910893602823897
2015-05-15,0.0,0.006229907240854133,0.0,0.011559353937064408,0.0,0.0,0.010639304226202987,0.0,0.00575175283002127,0.007632802391038446,0.011108376141240063,0.007254367691589196,0.006025140735946883,0.010373644875365495
2015-05-16,0.0,0.006223459325533758,0.0,0.011559610369915534,0.0,0.0,0.009946206841470646,0.0,0.005725342500404187,0.007577385748955987,0.01054226818245393,0.007139347978613429,0.006003922108081383,0.01035067790248008
2015-05-17,0.0,0.006222579127742966,0.0,0.011594348774981783,0.0,0.0,0.009854940738494763,0.0,0.005740316800726021,0.007582708772360154,0.010218832011840597,0.007166133052956908,0.005994195181326632,0.010337509876437705
2015-05-18,0.0,0.006215343274852217,0.0,0.01159425902109343,0.0,0.0,0.009890628148594847,0.0,0.00572705318174125,0.007537375224510278,0.010215719433558555,0.007171514667908783,0.005900334406517196,0.010344631740187496
2015-05-19,0.0,0.006252773854325134,0.0,0.011636160020360992,0.0,0.0,0.009508366270032412,0.0,0.005780551923797471,0.007565685030548446,0.010223859439740472,0.007323530576757667,0.0057076019660305295,0.010420501379841662
2015-05-20,0.0,0.0062425877504939335,0.0,0.011820012028907001,0.0,0.0,0.00942408673686083,0.0,0.005699077031422471,0.007527392566178846,0.010091038142320088,0.007383582938382666,0.005546428611155529,0.010514570284262462
2015-05-21,0.0,0.006197422403402642,0.0,0.011823714001098667,0.0,0.0,0.00941090505493012,0.0,0.005566849301264204,0.0074276525382197455,0.010090161391433754,0.007170769502066066,0.005468910020555595,0.010281639461874962
2015-05-22,0.0,0.006162999033955559,0.0,0.011811743064529584,0.0,0.0,0.00928054696787428,0.0,0.005437186617130904,0.007396122517535746,0.010005116875377713,0.006907602058170683,0.0054329199772750955,0.010195836861793713
2015-05-23,0.0,0.0061721910347773915,0.0,0.0118145716362495,0.0,0.0,0.009313246954371154,0.0,0.005258454260993404,0.007358687559787912,0.010025767220100608,0.00691121549333735,0.005397972629246262,0.010193064169782296
2015-05-24,0.0,0.005752945287945792,0.0,0.011754092752032833,0.0,0.0,0.00931588833750252,0.0,0.005095879595701804,0.007016760445600929,0.010042086863163484,0.006654893514054083,0.005338017190593054,0.010094490498553996
2015-05-25,0.0,0.005739567407849958,0.0,0.011654125996897033,0.0,0.0,0.00929485844648648,0.0,0.005083301168468471,0.007093236118599879,0.01001949172635963,0.00661906860009575,0.005206841979436204,0.009790288097110697
2015-05-26,0.0,0.005648436743017188,0.0,0.011629665641217866,0.0,0.0,0.009296198131474757,0.0,0.005039554391110137,0.007003676137951003,0.01001947729106613,0.006631842615958541,0.005213148371797204,0.009833319730702363
2015-05-27,0.0,0.005631063678285459,0.0,0.011528499467003767,0.0,0.0,0.009276578131730091,0.0,0.004948833677859387,0.006934262811759337,0.009972243039153462,0.006530119043450275,0.005213150979453662,0.009767225380062987
2015-05-28,0.0,0.005553951264985029,0.0,0.011427674067424093,0.0,0.0,0.009274149036630675,0.0,0.004852982815335512,0.006746466053133154,0.009966052370905854,0.0063354985254434,0.005213579435739829,0.009714397345239363
2015-05-29,0.0,0.005301470549075417,0.0,0.010559221532286492,0.0,0.0,0.009219281987338174,0.0,0.004777711158215178,0.006394688112716345,0.00989404226244923,0.006364475597033133,0.0052154387765722034,0.00927698700028448
2015-05-30,0.0,0.005161112442741192,0.0,0.009837065916619024,0.0,0.0,0.008864340440400707,0.0,0.004674502441095763,0.005981872472611413,0.00923861130490763,0.00616065783905695,0.005221440548680829,0.008437294545239254
2015-05-31,0.011584682195141893,0.005167298817165109,0.015982799497587626,0.0094656145658851,0.0,0.0,0.00892653367390904,0.0,0.00458351857493342,0.005788991492082729,0.009190672558674295,0.006013759572875179,0.00522856787367533,0.008261695980121914
2015-06-01,0.011589344485275224,0.005177180600984441,0.01605721506289929,0.009394847181410166,0.0,0.0,0.008894618207273833,0.0,0.004604816827350087,0.005800389013556062,0.009170600002828464,0.006090983368455154,0.005215091806530704,0.00826592389397858
2015-06-02,0.011531113935955642,0.00515600031429765,0.0159813613504945,0.008851873589959784,0.0,0.0,0.00888254843620654,0.0,0.004603491083755254,0.005748707367649145,0.009157777110028631,0.0061269092657963205,0.005217452947718621,0.00814546984661228
2015-06-03,0.011346688300071751,0.004896337705800634,0.01581514557276678,0.008707735620406885,0.0,0.0,0.008884420580616375,0.0,0.004588682954634671,0.005673451117299438,0.009162614914325976,0.006152289048921279,0.005222541028931017,0.00806490004978703
2015-06-04,0.011324742050165084,0.004807426578456467,0.015719000488231615,0.008308452848631917,0.0,0.0,0.008834937752800125,0.0,0.004538602087095046,0.0055474554295173875,0.009140787940623018,0.006136537784142654,0.00523600934584935,0.007683173613231138
