code;libelle;etat;insee_commune;nom_commune;mo_raison_sociale;x;y;precision_coord;categorie;puissance_maximum;productible_moyen;debit;coef_energetique;nb_turbines;type_turbine;titre;date_echeance_titre;hauteur_de_chute
12154002;Centrale de Calcadis;EXPL;12154;Montlaur;CALCADIS;687029.82;6307363.23;0;Ouvrage fonctionnant au fil de l'eau;;525121;;;;;;;4
12154003;Mas d'Azais et Boriette;HORS;12154;Montlaur;SOC. ALEXANDRE RACHOU ET CIE;686622.6;6307385;5;;;;;;;;;;
12155001;Moulin de Fondamente;EXPL;12155;Fondamente;AUSTRUY BERTRAND;710088.87;6308394.61;0;Ouvrage fonctionnant au fil de l'eau;0.144999995827675;273504;;;;;;;
12156001;TOULUCH;EXPL;12156;Montpeyroux;SOCIETE HYDRO ELECTRIQUE DU MIDI;676915.5;6395468.13;0;Ouvrage fonctionnant par éclusées;9.69999980926514;27367286;5.5;;1;Pelton;Concédée;2038-12-31;235
12157001;Moulin de Bergadus;HORS;12157;Montrozier;S.A.R.L. CENTRALE DES TRONQUETTES;675460.44;6365333;0;Ouvrage fonctionnant au fil de l'eau;0.0729999989271164;;;;;;;;
12167001;Centrale de Cantagrel;EXPL;12167;Najac;SOC FR DES CHUTES ET BARRAGES;617360.7;6346502.5;0;Ouvrage fonctionnant au fil de l'eau;;1263966;;;;;;;3.20000004768372
12168001;Centrale de Cantobre;EXPL;12168;Nant;LE MOULIN DE CANTOBRE;724106.8;6328949;0;Ouvrage fonctionnant au fil de l'eau;;740611;;;;;;;6
12168002;Moulin de La Mouline;HORS;12168;Nant;RANDON BERNARD;724520.4;6324074.5;0;Ouvrage fonctionnant au fil de l'eau;0.118000000715256;274439;;;;;;;
12190001;Moulin Haut;EXPL;12190;Prévinquières;C.H. PREVINQUIERES;639089.1;6364395;0;Ouvrage fonctionnant au fil de l'eau;0.51800000667572;854768;16;;;;;;3.20000004768372
12199001;Centrale de Fans;EXPL;12199;Rignac;SOC FR DES CHUTES ET BARRAGES;643893.7;6364911;0;Ouvrage fonctionnant au fil de l'eau;;541172;;;;;;;3.79999995231628
12199002;Moulin de Solignac;EXPL;12199;Rignac;S.A.R.L. DU MOULIN DE SOLIGNAC;641748.87;6364172.45;0;Ouvrage fonctionnant au fil de l'eau;;995054;;;;;;;3.09999990463257
12208001;Microcentrale La Rivière;EXPL;12208;Saint-Affrique;SUAU PIERRE;690016.56;6317883;0;Ouvrage fonctionnant au fil de l'eau;0.0869999974966049;213979;;;;;Autorisée et fondée en titre;;3
12209001;Centrale de Nonglangues;EXPL;12209;Saint-Amans-des-Cots;CENTRALE DE LARANAL;676120.47;6397951.35;0;Ouvrage fonctionnant au fil de l'eau;;3277288;;;;;;;66.5
12218001;Moulin de Sanhes;HORS;12076;Conques-en-Rouergue;VIGUIE BERNARD;653023.26;6384857.11;0;Ouvrage fonctionnant au fil de l'eau;0.0900000035762787;;;;;;;;
12223001;BOUSQUET;EXPL;12223;Argences en Aubrac;ELECTRICITE DE FRANCE;679598;6413906;0;Ouvrage fonctionnant au fil de l'eau;1.89999997615814;4795108;2.40000009536743;"0,230000";1;Francis;Concédée;2009-12-31;104.900001525879
12224001;Usine Saint Pierre;EXPL;12224;Saint Geniez d'Olt et d'Aubrac;CENTRALE DU MOULIN SAINT-PIERRE;699055.25;6374745.5;0;Ouvrage fonctionnant au fil de l'eau;;1116545;;;;;Autorisée;;4.07999992370605
12224002;Usine du MOULIN;EXPL;12224;Saint Geniez d'Olt et d'Aubrac;MAZENQ JEAN-PAUL;697774;6374214;0;Ouvrage fonctionnant au fil de l'eau;;795911;15;;;;;;2.79999995231628
12226001;COUESQUE;EXPL;12226;Saint-Hippolyte;ELECTRICITE DE FRANCE;666937.8;6399668;0;Ouvrage fonctionnant par éclusées;124.5;187148736;255;"0,120000";4;Francis;Concédée;2025-12-31;57.0999984741211
12228001;Microcentrale de Saint-Izaire;EXPL;12228;Saint-Izaire;NIA ELEC;677471.57;6319461.18;0;Ouvrage fonctionnant au fil de l'eau;0.118000000715256;465878;;;;;;;
12235001;Microcentrale de Roumégat;EXPL;12235;Saint-Just-sur-Viaur;SAS DE ROUMEGAT;653719.4;6334488;0;Ouvrage fonctionnant au fil de l'eau;0.187999993562698;196792;;;2;Kaplan;Autorisée;2059-01-01;5
12237001;Centrale Sudres et Vidal;EXPL;12237;Saint-Laurent-d'Olt;SOCIETE ELECTRIQUE SUDRES VIDAL;708732.1;6372328.03;0;Ouvrage fonctionnant au fil de l'eau;0.337000012397766;835714;11;;;;;;3.34999990463257
12250001;Centrale Ruisseau des Ondes;EXPL;12250;Saint-Symphorien-de-Thénières;SOC. D'AMENAGEMENT ET D'EXPL. DE LA CHUTE DU RU DES ONDES;674915.63;6406756.97;0;Ouvrage fonctionnant par éclusées;3.70000004768372;15163614;;;;;Concédée;;358
12251001;PINET;EXPL;12251;Saint-Victor-et-Melvieu;ELECTRICITE DE FRANCE;684374.33;6330119.06;0;Ouvrage fonctionnant par éclusées;36.5;87298536;155;"0,065000";5;Francis;Concédée;2005-12-31;35.2000007629395
12254001;Centrale vallee de Salles la Source;EXPL;12254;Salles-la-Source;SOCIETE HYDRO-ELECTRIQUE DE LA VALLEE DE SALLES LA SOURCE;660981.21;6370928.6;0;Ouvrage fonctionnant au fil de l'eau;1.29999995231628;2865190;;;;;Autorisée;2005-12-31;134
12255001;Moulin de la Place;EXPL;12255;Salmiech;JEAN H.E.;665663.97;6342448.13;0;Ouvrage fonctionnant au fil de l'eau;0.108999997377396;;;;;;;;6
12265001;Barrage de Verrières;EXPL;12265;Sébrazac;S.A.R.L. COUAILHAC ENERGIE;675686;6382720;0;Ouvrage fonctionnant au fil de l'eau;1.24600005149841;;;;;;;;4
12284001;LE TRUEL;EXPL;12284;Le Truel;ELECTRICITE DE FRANCE;681451.91;6329052.97;0;Ouvrage fonctionnant par éclusées;23;47005668;160;"0,038000";2;Kaplan;Concédée;2033-12-31;19.1000003814697
12284002;LE POUGET;EXPL;12284;Le Truel;ELECTRICITE DE FRANCE;681456.25;6328910.5;0;Ouvrage de type Lac;409;299288992;108;"0,942000";5;Francis;Concédée;2027-12-31;461
12292001;CINZELLE;EXPL;12292;Versols-et-Lapeyre;TSM;696255.1;6309985.11;0;Ouvrage fonctionnant au fil de l'eau;0.300000011920929;388781;4;;1;Kaplan;Autorisée;1994-10-16;9.60000038146973
12292002;Usine de Lapeyre;EXPL;12292;Versols-et-Lapeyre;SORGUES ENERGIE;692877.44;6311159;0;Ouvrage fonctionnant au fil de l'eau;;433550;;;;;;;6.80000019073486
12300001;Moulin de Cremon;EXPL;12300;Villefranche-de-Rouergue;S.A.R.L. MOULIN DE CREMON;624629.34;6361448.91;0;Ouvrage fonctionnant au fil de l'eau;0.239999994635582;493260;;;;;;;3.40000009536743
12300002;Moulin des Sept Meules;EXPL;12300;Villefranche-de-Rouergue;PRODELEC;623978;6361520;0;Ouvrage fonctionnant au fil de l'eau;0.219999998807907;706428;;;;;;;2.40000009536743
12300003;Moulin des Villiers;EXPL;12300;Villefranche-de-Rouergue;S.A.R.L. LA FERRIERE;624933.9;6361678.74;0;Ouvrage fonctionnant au fil de l'eau;;1241858;;;;;;;4
12300004;Centrale La Roucade;EXPL;12136;Maleville;SAS LA ROUCADE;628885.65;6362757.59;0;Ouvrage fonctionnant au fil de l'eau;;722518;;;;;;;2.5
12300005;Microcentrale des Chartreux;EXPL;12300;Villefranche-de-Rouergue;S.A.R.L. LES CHARTREUX;622578.64;6360979.97;0;Ouvrage fonctionnant au fil de l'eau;0.0659999996423721;157166;;;;;;;1.79999995231628
12300006;Microcentrale La Gasse (ou Lagasse);EXPL;12300;Villefranche-de-Rouergue;CENTRALE DE LAGASSE;624619.7;6361073;0;Ouvrage fonctionnant au fil de l'eau;0.133000001311302;447283;;;;;;;1.5
12300007;Microcentrale Teulel;EXPL;12300;Villefranche-de-Rouergue;MOULIN DU TEULEL;625756.4;6361815.5;0;Ouvrage fonctionnant au fil de l'eau;0.0850000008940697;93741;;;;;;;1.75
15015001;Centrale du Pont de Flore;EXPL;15015;Auzers;SOCIETE HYDROELECTRIQUE DU PONT DE FLORE;656834.09;6462549.54;0;Ouvrage fonctionnant au fil de l'eau;;1224043;;;;;;;50
15019001;Centrale d'Emprades;EXPL;15019;Bassignac;FIDES ENERGIE;653562;6467048;0;Ouvrage fonctionnant au fil de l'eau;;2321263;;;;;;;87.3000030517578
15026001;Centrale Sahbevi;EXPL;15026;Brezons;SOCIETE D'AMENAGEMENT HYDRAULIQUE DE BELLE VISITE;684419.83;6433791.63;0;Ouvrage fonctionnant au fil de l'eau;0.800000011920929;1700084;;;;;;;436
15038001;AUZERETTE;EXPL;15038;Champs-sur-Tarentaine-Marchal;ELECTRICITE DE FRANCE;672273.23;6474042.38;0;Ouvrage de type Lac;29.7999992370605;89168880;12.6000003814697;"0,655000";1;Francis;Concédée;2012-12-31;285
15038002;Centrale du moulin de Marchassou;EXPL;15038;Champs-sur-Tarentaine-Marchal;SARL CENTRALE DE MARCHASSOU;665121;6477346;0;Ouvrage fonctionnant au fil de l'eau;0.312999993562698;;4.5;;;;Autorisée;;7.09000015258789
15045001;LANAU;EXPL;15045;Chaudes-Aigues;ELECTRICITE DE FRANCE;700243.94;6421341.74;0;Ouvrage fonctionnant par éclusées;20.5;40353868;113;"0,052000";1;Kaplan;Concédée;2038-12-31;25.2999992370605
15054001;Microcentrale de Sautevedelle;EXPL;15054;Condat;COMMUNE DE CONDAT;682238.2;6471763.5;0;Ouvrage fonctionnant au fil de l'eau;;3762550;;;;;;;26
15054002;Sautevedelle - Débit réservé;EXPL;15054;Condat;COMMUNE DE CONDAT;682325;6471993;0;Ouvrage fonctionnant au fil de l'eau;0.164000004529953;;0.899999976158142;;1;;Autorisée;2027-02-22;18.6000003814697
15073001;GRANDVAL;EXPL;15073;Fridefont;ELECTRICITE DE FRANCE;705843.49;6424775.76;0;Ouvrage de type Lac;74.0999984741211;107072264;129.399993896484;"0,153000";2;Francis;Concédée;2034-12-31;68.5999984741211
15092001;LA RHUE;EXPL;15092;Lanobre;ELECTRICITE DE FRANCE;660830.65;6479618.1;0;Ouvrage fonctionnant par éclusées;10.6999998092651;17534600;40;"0,070000";1;Kaplan;Concédée;2012-12-31;41.2999992370605
15092002;Centrale de la Tialle;EXPL;15092;Lanobre;FORCES HYDRAULIQUES DE LA TIALLE;664073.15;6483537.39;0;Ouvrage fonctionnant au fil de l'eau;;2398229;;;;;;;51
15094001;NEPES;EXPL;15094;Laroquebrou;ELECTRICITE DE FRANCE;637225.25;6429188.62;0;Ouvrage fonctionnant par éclusées;2.79999995231628;4135502;27.5;"0,024000";1;Kaplan horizont. & bulbe à pâles mobiles;Concédée;2022-12-31;11.8999996185303
15104001;Centrale le Val de Rance;EXPL;15104;Leynhac;SOC. HYDRO-ELECTRIQUE DU VAL DE RANCE;640456.85;6405711.65;0;Ouvrage fonctionnant au fil de l'eau;;1698470;;;;;;;38
15122001;Centrale de Roquetaniere;EXPL;15122;Maurs;SAS GASTON JLLMC;631270.1;6400812;0;Ouvrage fonctionnant au fil de l'eau;;3276179;;;;;;;45
15153001;ENCHANET;EXPL;15153;Pleaux;ELECTRICITE DE FRANCE;636575.56;6442859;0;Ouvrage de type Lac;31.6000003814697;51403200;66.8000030517578;"0,128000";1;Francis;Concédée;2025-12-31;55.2999992370605
15170001;COINDRE;EXPL;15170;Saint-Amandin;SOCIETE HYDRO ELECTRIQUE DU MIDI;673887.67;6472768.89;0;Ouvrage fonctionnant par éclusées;25;102249504;28.7000007629395;"0,260000";3;Francis;Concédée;2012-12-31;125.5
15182001;St ETIENNE CANTALES;EXPL;15182;Saint-Étienne-Cantalès;ELECTRICITE DE FRANCE;638399.34;6427684.69;0;Ouvrage de type Lac;106.5;73392344;213;"0,146000";3;Francis;Concédée;2022-12-31;63
15194001;Centrale de St Julien de Toursac;EXPL;15194;Saint-Julien-de-Toursac;HYDRAU 15;638193.75;6407973.5;0;Ouvrage fonctionnant au fil de l'eau;;1156030;;;;;;;156
15196001;La Palisse;EXPL;15196;Saint-Mamet-la-Salvetat;SOC HYDRAULIQUE ETUDES MISSIONS ASSIST;645704;6422533;0;Ouvrage fonctionnant au fil de l'eau;3.16000008583069;12400000;;;;;;;29
15205001;Centrale Hydroforce;EXPL;15205;Saint-Paul-de-Salers;HYDROFORCE SA;664688.9;6450272;0;Ouvrage fonctionnant au fil de l'eau;0.5;1410207;;;;;;;66.6500015258789
15206001;St PIERRE MAREGES;EXPL;15206;Saint-Pierre;SOCIETE HYDRO ELECTRIQUE DU MIDI;650382.22;6476989.65;0;Ouvrage fonctionnant par éclusées;120.199996948242;158815312;202;"0,172000";1;Francis;Concédée;2062-12-31;73.9000015258789
15220001;Centrale du Monzola;EXPL;15220;Salins;S.A.R.L. HYDRO ELECTRIQUE DE MONZOLA;652184.67;6454449.31;0;Ouvrage fonctionnant au fil de l'eau;0.449999988079071;1521453;;;;;;;96.6999969482422
15223001;Centrale de Broussolles Mardaret;EXPL;15223;Sauvat;C.H.E.B.M. CENT.HYDRO. BROUSSOLLES MARDARET;653777;6466478;0;Ouvrage fonctionnant au fil de l'eau;;2792350;;;;;;;150
15226001;CASTEL D'AUZE;EXPL;15226;Sénezergues;S.A.R.L. CASTEL D'AUZE;654521.18;6400168.84;0;Ouvrage fonctionnant au fil de l'eau;;661022;;;;;;;96.8000030517578
15249001;Centrale du Vaulmier;EXPL;15249;Le Vaulmier;FIDES ENERGIE;665595.1;6454302.5;0;Ouvrage fonctionnant au fil de l'eau;;2632744;;;;;;;42
16034001;Moulin de Parcoul;EXPL;16034;Bazac;SOCIETE HYDROELECTRIQUE DU MOULIN DE PARCOUL;467292.99;6460983.21;0;Ouvrage fonctionnant au fil de l'eau;;719562;;;;;;;2.20000004768372
16034002;Moulin de Chamberlane;EXPL;16034;Bazac;SARL MOULIN DE CHAMBERLANNE;468383.77;6462638.72;0;Ouvrage fonctionnant au fil de l'eau;0.391999989748001;296690;;;;;;;1.79999995231628
16049001;Barrage de Nadelin;EXPL;16049;Bonnes;SOCIETE HYDRO-ELECTRIQUE DE NADELIN;477183.88;6465459;0;Ouvrage fonctionnant au fil de l'eau;;430828;;;;;;;1.79999995231628
16081001;Microcentrale de La Chapelle;EXPL;16081;La Chapelle;HYDRO CHARENTE;470034.28;6531082;0;Ouvrage fonctionnant au fil de l'eau;0.485000014305115;174130;22;;;;Autorisée et fondée en titre;2040-06-11;2.25
16090001;Centrale de Chateauneuf;EXPL;16090;Châteauneuf-sur-Charente;MOULIN DE MATTARD;462541.88;6504628;0;Ouvrage fonctionnant au fil de l'eau;0.319999992847443;1164976;;;;;;;1.70000004768372
16090002;Centrale de Ile Mattard;HORS;16090;Châteauneuf-sur-Charente;GOBAUD MICHEL;462638.42;6504546.6;0;;;;;;;;;;
16180001;Barrage de Moulin Neuf (1);EXPL;16180;Laprade;HYDRO TANTALE;479704.53;6466550;0;Ouvrage fonctionnant au fil de l'eau;0.515999972820282;959040;29;;;;;;1.91999995708466
16206001;Microcentrale de Mansle;EXPL;16206;Mansle-les-Fontaines;USINE DE MANSLE;481381.44;6534709;0;Ouvrage fonctionnant au fil de l'eau;0.170000001788139;413823;;;;;;;1.29999995231628
16254001;Moulin de la Palurie;EXPL;16254;Palluaud;ANDREU MICHELLE;485502;6474556;0;Ouvrage fonctionnant au fil de l'eau;0.100000001490116;114690;;;1;Kaplan;Fondée en titre;;3.59999990463257
16350001;Centrale de l'Epine;EXPL;16350;Saint-Séverin;SOC FORESTIERE ET HYDRAULIQUE DE L'EPINE;485896;6472234;0;Ouvrage fonctionnant au fil de l'eau;0.140000000596046;;;;;;;;3.29999995231628
16370001;Centrale de Sireuil;EXPL;16370;Sireuil;MELLY GERARD ANDRE;467476.19;6505385.39;0;Ouvrage fonctionnant au fil de l'eau;;653873;;;;;;;1.20000004768372
16388001;Centrale de La Mothe;EXPL;16388;Trois-Palis;ONDELEC;470686.5;6508384.47;0;Ouvrage fonctionnant au fil de l'eau;;951801;;;;;;;1.20000004768372
16414001;Moulin de la Tourette;EXPL;16414;Villognon;HYDRO CHARENTE;475004;6533804;0;Ouvrage fonctionnant au fil de l'eau;;668963;;;;;;;1.5
17309001;Centrale de La Roche;EXPL;17309;Saint-Aigulin;HYDROELECTRIQUE SUD OUEST INVESTISSEMENT;464683.22;6454860.5;0;Ouvrage fonctionnant au fil de l'eau;0.0700000002980232;910429;5;;;;;;2
17309002;Moulin des Herveux;EXPL;17309;Saint-Aigulin;CHATELLIER Claude;463861.77;6457797.55;0;Ouvrage fonctionnant au fil de l'eau;;331937;;;;;;;
19001001;PEYRISSAC;EXPL;19001;Affieux;ELECTRICITE DE FRANCE;599830.89;6490429.37;0;Ouvrage fonctionnant par éclusées;1.20000004768372;3794875;15;"0,021000";1;Kaplan horizont. & bulbe à pâles mobiles;Concédée;2026-12-31;9.10000038146973
19005001;SAILLANT;EXPL;19005;Allassac;ELECTRICITE DE FRANCE;579682.75;6466227;0;Ouvrage fonctionnant au fil de l'eau;18.3500003814697;49532788;42;"0,093000";4;Francis double;Concédée;2045-12-31;45.2000007629395
19010001;ARGENTAT;EXPL;19010;Argentat-sur-Dordogne;ELECTRICITE DE FRANCE;617699.68;6445574.13;0;Ouvrage fonctionnant par éclusées;48.4000015258789;90497664;340;"0,033000";4;Kaplan horizont. & bulbe à pâles mobiles;Concédée;2032-12-31;15.8000001907349
19016001;Centrale de Bar;EXPL;19016;Bar;CENTRALE HYDROELECTRIQUE DE BAR S.A.S;607889.94;6472335.5;0;Ouvrage fonctionnant par éclusées;7.5;32616838;6;;4;Francis;Concédée;2042-12-31;169
19028001;BORT;EXPL;19028;Bort-les-Orgues;ELECTRICITE DE FRANCE;660767.57;6479400.48;0;Ouvrage de type Lac;232.800003051758;276268480;252.5;"0,233000";3;Francis;Concédée;2012-12-31;101.099998474121
19034001;LAMATIVIE;EXPL;19034;Camps-Saint-Mathurin-Léobazel;ELECTRICITE DE FRANCE;623770.56;6431938;0;Ouvrage fonctionnant par éclusées;37;77138320;27;"0,280000";3;Francis;Concédée;2006-12-31;149.550003051758
19034002;LAVAL DE CERE 1;EXPL;19034;Camps-Saint-Mathurin-Léobazel;ELECTRICITE DE FRANCE;617142;6428772;0;Ouvrage fonctionnant par éclusées;31;56929688;36;"0,202000";4;Francis;Concédée;2006-12-31;109.150001525879
19034003;Moulin de Pra (Larregenie);EXPL;19034;Camps-Saint-Mathurin-Léobazel;SOCIETE HYDRO-ELECTRIQUE BESSE;616664.9;6428803.5;0;Ouvrage fonctionnant au fil de l'eau;;1812200;;;;;;;2
19062001;Moulin de la Reine;EXPL;19062;Corrèze;BORIE ANDRE;612890.51;6475676.68;0;Ouvrage fonctionnant au fil de l'eau;;751089;;;;;;;5
19068001;Digue de Claredent;EXPL;19068;Dampniat;VALORISENERGIES ORIG RENOUVELABLES;591712.2;6453488.5;0;Ouvrage fonctionnant au fil de l'eau;0.0970000028610229;388380;;;;;;;2
24058001;Moulin de Ribérac;EXPL;24058;Bourg-du-Bost;HYDROELECTRIQUE RIBERACOISE;484374;6469056;0;Ouvrage fonctionnant au fil de l'eau;0.101999998092651;327216;;;;;;;
19068002;Centrale Gare d'Aubazine;EXPL;19068;Dampniat;GAIA SOL HYDRO 1;593168;6454410;0;Ouvrage fonctionnant au fil de l'eau;0.340000003576279;;20;;2;Kaplan;Autorisée;;2.20000004768372
19070001;Centrale du Fouilloux;EXPL;19070;Darnets;CIE ENERGIE ELECTRIQUE;630310.56;6478015;0;Ouvrage fonctionnant au fil de l'eau;;978095;;;;;;;16
19091001;HAUTEFAGE;EXPL;19091;Hautefage;ELECTRICITE DE FRANCE;619398.2;6441875.29;0;Ouvrage fonctionnant par éclusées;20.8999996185303;62731600;46.4000015258789;"0,130000";2;Francis;Concédée;2033-12-31;63.2000007629395
19111001;Centrale L'Herbeil;EXPL;19111;Laval-sur-Luzège;S.N.C CENTRALE HYDROELECTRIQUE L'HERBEIL;630935.9;6459651;0;Ouvrage fonctionnant au fil de l'eau;1.25600004196167;2605343;0.800000011920929;;;;Autorisée;2046-11-20;160
19112001;MONCEAUX;EXPL;19112;Lestards;ELECTRICITE DE FRANCE;609524.23;6498003.14;0;Ouvrage de type Lac;16.1000003814697;53654780;15.8000001907349;"0,300000";2;Francis;Concédée;2019-12-31;147.199996948242
19113001;MAREGES;EXPL;19113;Liginiac;SOCIETE HYDRO ELECTRIQUE DU MIDI;650317.21;6476913.06;0;Ouvrage fonctionnant par éclusées;146;110756064;251;"0,177000";4;Francis;Concédée;2012-12-31;78
19125001;MARCILLAC;EXPL;19125;Marcillac-la-Croisille;ELECTRICITE DE FRANCE;624461.07;6457857.46;0;Ouvrage de type Lac;33.2000007629395;55095868;19.3999996185303;"0,511000";2;Francis;Concédée;2025-12-31;228
19135001;Centrale de la Bessette;EXPL;19135;Mestes;SOCIETE DES FORCES MOTRICES DE LA DIEGE;648201.75;6488358.5;0;Ouvrage fonctionnant au fil de l'eau;1.63999998569489;4104593;8.39999961853027;;3;;Autorisée;2048-03-22;19.8999996185303
19175001;VAL BENEYTE;EXPL;19175;Roche-le-Peyroux;ELECTRICITE DE FRANCE;650875.89;6479830.61;0;Ouvrage fonctionnant par éclusées;27.7999992370605;70054544;28.1000003814697;"0,280000";4;Francis;Concédée;1998-12-31;132.399993896484
19181001;Moulin du Mas;EXPL;19181;Saint-Augustin;SO GE CE;607298.68;6479325.71;0;Ouvrage fonctionnant au fil de l'eau;0.66100001335144;2707664;;;;;;;115
19203001;Centrale de Mulatet;EXPL;19203;Sainte-Fortunade;BORIE ANDRE;600771.93;6460720.32;0;Ouvrage fonctionnant au fil de l'eau;;1835240;;;;;;;4
19205001;St GENIEZ O MERLE;EXPL;19205;Saint-Geniez-ô-Merle;ELECTRICITE DE FRANCE;626632.61;6441687.86;0;Ouvrage fonctionnant par éclusées;36.2000007629395;113234400;42;"0,256000";2;Francis;Concédée;2021-12-31;124.400001525879
19208001;Centrale du Pont de la Noaille;EXPL;19208;Saint-Hilaire-Foissac;AIGUE FORCE LAVERGNE NOAILLE;633597.56;6471766;0;Ouvrage fonctionnant au fil de l'eau;2;2949536;17;;;;Autorisée;2045-02-25;12
19214001;Centrale du Riou Tort;EXPL;19214;Saint-Julien-aux-Bois;FORCES MOTRICES DE RIOUX TORT;632360.02;6443654.48;0;Ouvrage fonctionnant au fil de l'eau;;2761659;;;;;;;130
19222001;CHASTANG;EXPL;19222;Saint-Martin-la-Méanne;ELECTRICITE DE FRANCE;622162.35;6450736.63;0;Ouvrage fonctionnant par éclusées;290;449224064;533;"0,158000";5;Francis;Concédée;2026-12-31;70.8000030517578
19229001;Centrale de Larche;EXPL;19229;Saint-Pantaléon-de-Larche;ENERGIE HYDRAULIQUE DE LARCHE;575388.2;6448460;0;Ouvrage fonctionnant au fil de l'eau;0.879999995231628;;40;;2;VLH (Very Low Head Turbine);Autorisée;2043-03-07;2.25
19246001;CENTRALE DE SAINT VIANCE;EXPL;19246;Saint-Viance;SOCIETE LA GALA FRANCAISE;578402;6458613;0;Ouvrage fonctionnant au fil de l'eau;0.25;;9.23999977111816;;;;;;3.05999994277954
19249001;Centrale de Viossanges;EXPL;19249;Saint-Yrieix-le-Déjalat;S.A.R.L. DE VIOSSANGES;620091.34;6486760.37;0;Ouvrage fonctionnant au fil de l'eau;;983282;;;;;;;80
19256001;NEUVIC D'USSEL;EXPL;19256;Sérandon;ELECTRICITE DE FRANCE;649075.72;6472208.16;0;Ouvrage de type Lac;19.3999996185303;41701932;10;"0,540000";2;Francis;Concédée;2010-12-31;259
19258001;LA GLANE;EXPL;19258;Servières-le-Château;ELECTRICITE DE FRANCE;622379.06;6450887.19;0;Ouvrage de type Lac;4.59999990463257;10231893;2.5;"0,450000";2;Pelton;Concédée;2033-12-31;222.199996948242
19258002;FAUX LA MONTAGNE;HORS;23077;Faux-la-Montagne;ELECTRICITE DE FRANCE;617314.39;6518979.51;0;;;;;;;;;;35.7999992370605
19259001;Centrale de La Pagesie;EXPL;19259;Sexcles;S.A. LA PAGESIE;620759.74;6440619.73;0;Ouvrage fonctionnant au fil de l'eau;;1702436;;;;;;;198
19264001;AIGLE;EXPL;19264;Soursac;ELECTRICITE DE FRANCE;639180.75;6460733.14;0;Ouvrage de type Lac;360;448068544;555;"0,183000";6;Francis;Concédée;2020-12-31;81.4000015258789
19269001;TREIGNAC BARIOUSSES;EXPL;19269;Treignac;ELECTRICITE DE FRANCE;603189.11;6493543.89;0;Ouvrage fonctionnant par éclusées;31.1000003814697;77791936;23.2000007629395;"0,050000";2;Francis;Concédée;2026-12-31;164
19269002;TREIGNAC BARIOUSSES (Groupe de Restitution);EXPL;19269;Treignac;ELECTRICITE DE FRANCE;607585.4;6495667;0;Ouvrage fonctionnant au fil de l'eau;;364493;;;;;;;25.1000003814697
19276001;Centrale du Gour Noir;EXPL;19276;Uzerche;ENTREPRISE PIGEON;585383.17;6481019.23;0;Ouvrage fonctionnant au fil de l'eau;2;8935409;;;;;;;12.3000001907349
19287001;Moulin de Lavergne;EXPL;19287;Vitrac-sur-Montane;AIGUE FORCE LAVERGNE NOAILLE;613937.44;6478293.5;0;Ouvrage fonctionnant au fil de l'eau;;842138;;;;;;;6
19288001;BIARD;EXPL;19288;Voutezac;ELECTRICITE DE FRANCE;580112.9;6468208;0;Ouvrage fonctionnant au fil de l'eau;1.85000002384186;6530917;21;"0,020000";2;Francis;Concédée;2045-12-31;8.80000019073486
19288002;POUCH;EXPL;19288;Voutezac;ELECTRICITE DE FRANCE;580179.1;6467607.5;0;Ouvrage fonctionnant au fil de l'eau;1.25999999046326;4493753;25;"0,012000";2;Francis;Concédée;2045-12-31;5.15000009536743
19288003;SAILLANT (Groupe de restitution);EXPL;19288;Voutezac;ELECTRICITE DE FRANCE;579889;6466469;0;Ouvrage fonctionnant au fil de l'eau;;2409902;;;;;;;26.6000003814697
24010001;ANNESSE BEAULIEU;EXPL;24010;Annesse-et-Beaulieu;SOC HYDRAULIQUE ETUDES MISSIONS ASSIST;508914.09;6454796.16;0;Ouvrage fonctionnant au fil de l'eau;0.226999998092651;919549;10;;1;Kaplan;Concédée (autorisable);2046-12-31;3
24010002;La Roche;EXPL;24010;Annesse-et-Beaulieu;MCS HYDROELECTRIQUE;513215.07;6457612.27;0;Ouvrage fonctionnant au fil de l'eau;0.109999999403954;382277;;;;;;;1.39999997615814
24014001;Centrale d'Aubas;EXPL;24014;Aubas;E.U.R.L. ECODOR;557607.06;6444171;0;Ouvrage fonctionnant au fil de l'eau;1.17700004577637;2763445;;;;;Concédée (autorisable);;3
24037001;BERGERAC;EXPL;24037;Bergerac;ELECTRICITE DE FRANCE;498909.75;6419632.45;0;Ouvrage fonctionnant au fil de l'eau;1.39999997615814;7937080;57;"0,006000";2;Hélice horizontale;Concédée (autorisable);2043-12-31;4
24073001;MAUZAC;EXPL;24073;Calès;ELECTRICITE DE FRANCE;526688.97;6419600.49;0;Ouvrage fonctionnant au fil de l'eau;13.1999998092651;55091396;355;"0,010000";6;Francis;Concédée;2025-12-31;7.5
24102001;Barrage de l'Evèque;EXPL;24102;Chancelade;MDS;515205.3;6456751;0;Ouvrage fonctionnant au fil de l'eau;0.25;528560;;;;;;;1.60000002384186
24134001;Usine de la Roche;EXPL;24134;Corgnac-sur-l'Isle;MOULIN DU BREUIL;540154.3;6477926.5;0;Ouvrage fonctionnant au fil de l'eau;0.0900000035762787;291000;;;;;;;3.29999995231628
24157001;Centrale Fontpeyre;EXPL;24157;Douzillac;S.N.C. FONTPEYRE;497325.72;6444828.81;0;Ouvrage fonctionnant au fil de l'eau;;168515;;;;;;;1.70000004768372
